,artist_individual,streams
4366,Flo Rida,81976073
6038,Jessi,82354116
3258,Diljit Dosanjh,82445931
596,Aleman,82664214
12301,Stunna Gambino,82739451
9475,Nekfeu,82802156
9289,NCT DREAM,83079451
5289,Hindia,83291938
5241,Henri René and His Orchestra,83349847
3682,Eartha Kitt,83349847
10142,Pablo Mas,83540695
13940,Years & Years,83570083
211,ADAAM,83681346
13576,Vou Zuar,83687464
4,$hirak,83719234
12333,Summer Cem,83732297
7426,Leah Kate,83945096
4978,Gustavo Mioto,83960212
13436,Vedo,84196146
13943,Yebba,84478443
13026,Tomine Harket,84503083
14010,Young Cister,84795221
1622,Big Soto,84935018
281,ART,84956638
8317,MamboLosco,84969516
8388,Marco Mengoni,85134760
11439,Sam Fender,85253414
10632,Quebonafide,85807929
7904,Lyodra,85828272
10944,Reto,85841377
4482,Freeze corleone,85917657
6915,King Savagge,85949956
13050,Tony Effe,86185480
8370,Mara Sattei,86242785
7717,Los Enanitos Verdes,86314705
9736,Novelbright,86338099
8699,Mc Pepeu,86528424
13512,Viktor Sheen,86705402
4024,Eric Chou,86830433
4259,Feby Putri,86918449
13333,V,87028848
10165,Paloma Faith,87127202
3306,Disney,87329530
5314,Hombres G,87501242
1902,Bruce Springsteen,87839447
5229,Helsloot,88126643
12958,Tinlicker,88126643
10782,Rammstein,88251277
13550,Vishal Mishra,88266100
6471,KESI,88315542
9986,Orietta Berti,88380111
4986,Guy2bezbar,88568375
8948,Miriam Bryant,88701980
10482,Poo Bear,88946255
3838,El Taiger,89010723
2703,DJ Conds,89010723
7098,Kurtuluş Kuş,89345909
3232,Dido,89467130
1844,Branco,89521631
8684,Mc Lele JP,89557279
2142,Carl Brave,89561564
1908,Bruno LC,89572125
2067,Cage The Elephant,90078808
1157,Awesome City Club,90388467
9529,Newkid,90420098
7378,Latto,90733707
6014,Jeon,90885626
11330,SNIK,90891476
9988,Original Quality,90971347
3640,EL NOBA,91052148
2743,DJ Kaioken,91177853
2773,DJ Nikolas Alves Exclusive,91177853
4191,Fabri Fibra,91288087
2726,DJ Gege,91309511
7441,LeeHi,91489567
7078,Kubi Producent,91657172
13194,Tulsi Kumar,91745108
2480,Coez,91790704
2804,DJ Swat,91926634
4631,Gaab,91928759
8866,Miggy Dela Rosa,92232287
8025,MC Marks,92296429
6484,KIDS SEE GHOSTS,92497327
11472,Sampha,92694230
7817,Luchè,92936906
10188,Papichamp,93037161
4026,Eric Land,93090866
14078,Yung Lean,93112792
12590,Tananai,93286657
6913,King Princess,93339639
9463,Neeti Mohan,93475777
10825,Ratatat,93624837
13122,Trey Songz,93704380
567,Alberto,93717543
3915,Elodie,93721996
9653,Nko,93824003
3467,Donnie,94118087
1183,Ayo & Teo,94394734
11159,"Royce Da 5'9""",94423182
2696,DJ Biel do Furduncinho,94447411
2863,DTG,94759822
11242,S1mba,94774081
10713,Rack,95041262
1810,Borges,95070679
1123,Au/Ra,95284034
5861,James Hype,95324192
10541,Princess Nokia,95356216
1955,Burak Bulut,95621958
8086,MGMT,95755543
554,Alan Gomez,95795778
198,A36,95987402
6342,Julianno Sosa,96057741
11693,Sezairi,96313126
10123,PSY,96376295
6321,Juicy Luicy,96451714
3489,Douglas & Vinicius,96481650
7591,Lil Zey,96550199
10151,Pajel,96744212
2072,Calboy,96794068
12109,Soolking,96900478
5163,Harnoor,97371236
6377,Junior K,97420038
904,AnnenMayKantereit,97702884
2843,DNCE,97722900
8053,MC Teteu,97727411
8,(G)I-DLE,97824355
3531,Drew Love,97856504
12755,The Boy Next Door,97962201
11839,Sid Sriram,98183677
444,Afrojack,98236716
7751,Los Ángeles Azules,98254066
7419,Le classico organisé,98507458
11558,Saucy Dog,98629310
14658,Álvaro De Luna,99075355
7086,Kumaar,99322725
3374,Dj Serpinha,99329624
10335,Petit Biscuit,99383057
10196,Parampara Tandon,99529817
9873,Offlei Sounds,99776458
12117,Sophie and the Giants,100039064
8069,MD Chefe,100566306
5200,Headie One,100711888
4566,GANGGA,100807440
11980,Skusta Clee,101216198
3366,Dj Olliver,101275275
6203,Jonita Gandhi,101303984
4785,Giant Rooks,101310657
6215,Jordan Davis,101526039
7853,Luke Bryan,101526039
5940,Javed Ali,101862560
440,Afro Bros,101939379
7540,Like Mike,101939379
7404,Laylow,102350802
10307,Perdenin Ardındakiler,102386561
2780,DJ Patrick Muniz,102735817
13627,WILDBWOYS,103005239
3960,Emily Warren,103290358
9345,Nadin Amizah,103439466
11834,Sick Luke,104138589
4587,GIMS,104203508
585,Alejandro Fernández,104372833
9994,Orochi,104486820
13584,Vundabar,105051618
3694,Ecko,105113774
2900,Dadju,105244433
526,Aka 7even,105420074
1326,BYOR,105452212
1079,Ashe,105681760
1638,Bilal Wahib,105813193
170,A Touch Of Class,106018262
4488,Frenna,106288329
14237,Zoe Wees,106490936
7123,Kylie Minogue,106592323
8030,MC Menor da VG,106658822
6458,KASIMIR1441,106971964
12732,Thalia,106993167
6869,Kiiara,107259509
9541,Niack,107377550
9174,Mr.Kitty,108010748
10623,Quality Control,108097650
2452,Clever,108228354
6905,King,108404002
4723,Gente De Zona,108420711
7518,LiSA,108582060
14659,Ángela Aguilar,108702900
14021,Young Leosia,108721643
4703,Gazzelle,108820637
14002,Yot Club,108926735
1712,Blanco Brown,109244732
13637,WOS,109387036
7505,Leto,109468973
11467,Sammy & Falsetto,109626252
1513,Beltito,109626252
13091,Towy,109626252
10023,Osquel,109626252
7475,Lenny Santos,109767241
1795,Bonn,109806282
6807,Kevin,110160718
1115,Atif Aslam,110478227
4800,Gilli,110518579
9318,NOBITA,110554257
5466,IU,110571577
9454,Nea,111082619
684,Alka Yagnik,111117219
96,347aidan,111313736
1256,BEGE,111381370
12199,StarBoi3,111448947
8148,Maan,111541303
923,Ant Saunders,111542926
8179,Mad Clip,111556125
12028,Snakehips,111735595
3073,Daviles de Novelda,111818773
2582,Cults,112019231
738,Amber Coffman,112019231
5880,Jan-Rapowanie,112056931
1470,Beach Bunny,112119079
7,$uicideboy$,112391457
2677,DISH//,112405076
8516,Masaki Suda,112952496
7886,Luvli,113020221
7062,Krono,113020221
4976,Gustav,113064508
1741,Blunted Vato,113093711
13941,Yeat,113113640
321,Aaron Smith,113163745
8974,Mithoon,113481881
11821,Shubh,114114130
14213,Zhavia,114225167
9818,OIO,114246082
6057,Jhené Aiko,114423020
5902,Janusz Walczuk,114560415
3214,Di Propósito,114584444
1206,Azzy,114800204
1337,Baby Gang,114810561
13016,Tom Walker,115202798
13632,WIU,115333115
9372,Nanpa Básico,115570608
8631,Maxwell,115607789
11405,Sage The Gemini,116189090
1353,Bad Gyal,116323958
9940,Omar Varela,116467892
6465,KC Rebell,116586811
7669,Lola Indigo,116767339
4466,Fred De Palma,116795947
3193,Devi Sri Prasad,116892269
13929,Yasser Desai,117048001
1552,Beny Jr,117100660
3787,El Chacal,117267607
5427,IAmChino,117571094
1468,Bea Miller,117632779
370,Achille Lauro,118559936
3898,Ella Eyre,118648604
5544,Ina Wroldsen,119145521
12378,Suzan & Freek,119213915
7515,León Larregui,119241543
10034,Otsochodzi,119317552
5011,Güneş,119367108
4941,Grupo Recluta,119452285
2183,Cashmere Cat,119671396
9693,Nomcebo Zikode,119705465
13731,Why Don't We,119834357
2927,Dallass,119964667
8927,Mimi Webb,119997349
7161,LAGOS,120319645
2928,Dalmata,120335153
279,ARIETE,120543161
10375,Phoebe Ryan,120558753
9648,NiziU,120712671
13878,YUNGBLUD,120720879
3902,Ella Mai,120911307
11703,Shablo,120962420
9385,Nardo Wick,121082351
9280,NATTAN,121134828
6524,Kaan Boşnak,121175854
12519,TREASURE,121493594
6035,Jesse & Joy,121585029
14000,Yoss Bones,121596517
2860,DT.Bilardo,121688348
7563,Lil Kleine,122365910
2079,Cali Y El Dandee,122468231
9408,Natalia Lafourcade,122933617
3845,ElGrandeToto,122945381
7774,Lourena,122969249
2372,Chris MC,122969249
8161,Macaroni Empitsu,122979410
4518,Fujii Kaze,123242610
3390,Djadja & Dinaz,123776919
9129,Motive,124131380
13157,Tropkillaz,124134025
8433,Marina Sena,124363010
8563,Matisse,124788503
10166,Paloma Mami,124881166
11390,Sachet-Parampara,124964258
2662,DENNIS,125199799
3573,Duman,125456674
2590,Curtis Waters,125921899
5160,Harm Franklin,125921899
32,13 Organisé,125934146
4938,Grupo Menos É Mais,126300800
8541,Master KG,126673957
4867,Gotye,127198640
6898,Kimbra,127198640
7365,Lary Over,127370734
7841,Luis Figueroa,127370734
2403,Chuck Berry,127507783
3635,EDIS,127523727
10096,PL Quest,128085251
8112,MKTO,128127645
13844,YBN Nahmir,128403774
1877,Brisa Star,128514395
12077,Solda,128609580
1430,Bas,128737463
3030,Darlene Love,128865938
13560,Vitor e Luan,129078607
1862,Brent Faiyaz,129100138
1879,Britney Spears,129122312
10956,Reynmen,129200071
6139,John Amplificado,129399026
12652,Tayrone,129471677
12031,Snelle,129528855
5339,Houari,129766233
3962,Emir Can İğrek,130102854
668,Alida,130511696
224,AJ Tracey,130824346
13488,Victor Cardenas,131198484
9712,Noriel,131506675
667,Alico,131541299
4297,Fetty Wap,131729314
14558,salem ilese,131841034
10653,R3HAB,131852969
11955,Ski Mask The Slump God,131869344
14,01099,131902232
1620,Big Shaq,132292671
3432,Dolu Kadehi Ters Tut,132313774
4515,Fuerza Regida,132448508
13974,Yo Gotti,132748864
9036,Moira Dela Torre,132855315
11577,ScHoolboy Q,132939607
8709,Mc Topre,132959524
10417,PinkPantheress,133109751
12785,The Goo Goo Dolls,133129405
8216,Maes,133442138
11440,Sam Fischer,133606248
3759,Einár,133744846
8741,Meghan Trainor,134025051
10939,Residente,134257663
1788,Bon Iver,134689484
7987,MC Fioti,134979902
7988,MC G15,135116910
6577,Kaleb J,135227628
8209,Madrigal,135572777
3270,Dimitri Vegas,135594688
8014,MC Levin,136098074
3271,Dimitri Vegas & Like Mike,136167590
9126,Mother Mother,136204931
709,Alvaro Diaz,137415714
10875,Red Velvet,137545232
4340,Fireboy DML,138953819
6232,Jorja Smith,139097803
11849,Sigala,139151772
6788,Kenshi Yonezu,139743881
12788,The Harlem Community Choir,139884605
12828,The Plastic Ono Band,139884605
11123,Ronnie Flex,140542728
12294,Stromae,140669312
13492,Victor Leksell,141054659
14271,aespa,141182468
427,Adriana Proenza,141201102
3034,Daryl Hall & John Oates,141937840
11114,Rondodasosa,141966834
9208,Murilo Huff,142088103
3031,Darshan Raval,142546897
9326,NOTD,142561810
4513,Fuego,142732694
407,Adie,143117643
6711,Kawe,143136579
7989,MC GP,144285847
8295,Malik Montana,144628852
11107,Romy Dya,144794103
5868,Jamie Scott,144794103
14101,Yüzyüzeyken Konuşuruz,145054440
14214,Ziak,145550325
699,Alonzo,146037598
7346,Landon Cube,146616851
12643,Tayc,147001400
6776,Kendo Kaponi,147023212
6322,Juju,147197914
11844,Sido,147482148
4727,Geolier,149046921
11769,Shelley FKA DRAM,149078891
726,Amanda Reifer,149306867
3929,ElyOtto,149619469
12334,Summer Walker,149659537
1361,Badshah,151179938
3337,Dj GBR,151339129
9751,Nuka,151733781
3852,Elams,152113679
9177,Mrs. GREEN APPLE,152282210
7691,Loredana,152542992
12927,Tiara Andini,152611635
11818,Shreya Ghoshal,152707906
2506,Conor Maynard,153282045
2667,DG e Batidão Stronda,153620094
3658,ENHYPEN,153791522
4542,G Herbo,153981264
14295,badmómzjay,154320966
2616,D-Block Europe,155214892
10140,Pablo Chill-E,155868348
7177,LEA,156230335
9639,Niska,156797602
5041,HIRAIDAI,156879520
11796,Shirin David,156937645
10214,Passenger,156942104
1316,BROCKHAMPTON,157143406
46,187 Strassenbande,157336726
11452,Sam Tompkins,157652969
10961,Rhove,158421585
11392,Sachin-Jigar,159308729
7715,Los Dos Carnales,159590557
8040,MC Rick,159974456
9204,Murda,160184995
7494,Leony,160300682
10155,Paky,160493211
2524,Cosculluela,160516602
11802,Shiva,160725107
14705,Żabson,160751509
3012,Dardan,160794716
1471,Beach House,161009378
3697,Ed Maverick,161070279
13662,Wallows,161070335
7533,Light,161179154
9111,Morray,161321757
3981,Emmy Meli,161599735
5854,James Blunt,161722723
8779,Menor MC,162046729
2764,DJ Matt D,162046729
1747,Bo Burnham,162073736
659,Ali Sethi,162398387
11707,Shae Gill,162398387
8868,Migrantes,162838806
11896,Simone & Simaria,163166983
12926,Tiakola,163354304
11709,Shaggy,163682616
3815,El Jordan 23,163778453
13441,Vegedream,164184765
8704,Mc Rennan,164253716
3054,Davi Kneip,164270304
3339,Dj Gabriel do Borel,164270304
3538,DripReport,164895935
10580,Purple Disco Machine,165756607
12554,Taiu,165990421
12464,TATOOL,165990421
2948,Danelle Sandoval,166341731
1957,Burak Yeter,166341731
11025,Rizky Febian,166360657
12548,Tai Verdes,166605846
9903,Olga Merediz,166890611
8643,Mc Anjim,167294601
6341,Juliander,167614925
1279,BIN,167706282
6197,Jonas Esticado,167847625
8679,Mc Kevin,168199470
162,9lokknine,168399483
10108,PNL,168465443
6923,Kinny Zimmer,169201744
4303,Fiersa Besari,169362147
3184,Desiigner,170060632
3928,Elvis Presley,171056413
7939,MACE,172699524
5014,H.E.R.,173118664
13660,Walker Hayes,173239460
696,Almighty,173529269
756,Aminé,173901454
3354,Dj Lv Mdp,174006413
2777,DJ PH DA SERRA,174006413
7589,Lil Xan,174053727
1241,BANDIDO,174187553
8005,MC Kevin o Chris,174670857
6129,Joey Montana,174874178
379,Adam Levine,175175820
5465,ITZY,176487339
9557,Nicky Youre,176491962
14333,dazy,176491962
191,A1 x J1,176592044
5342,Hov1,177305803
4421,Fousheé,177897035
6982,Koba LaD,178412751
7272,La K'onga,178618512
5381,Hunter,178836815
9953,One Direction,178921517
10259,Paulo Pires,179757194
10661,RANI,180660123
4046,Ernia,180808753
6266,Journey,181290530
2057,CRO,181878785
8082,MERO,181946229
11071,Rod Wave,182816520
13422,Various Artists,183038345
8307,Malu,183467840
10870,Reckol,183844632
8887,Mike Posner,183900705
6202,Jone Quest,183949717
11466,Sammy,183949717
12353,Super Yei,183949717
13803,X Ambassadors,184149229
12792,The Jackson 5,184696493
188,A.R. Rahman,185311833
7687,Lord Huron,186267715
6909,King Gnu,186655657
6095,Jnr Choi,187063182
9089,Montez,187161056
13137,Trinidad Cardona,187321320
13362,VIZE,188104793
9515,Neto Peña,188414723
14108,ZAAC,188698862
8145,MYA,188726426
1243,BANNERS,188777766
1599,Białas,188849199
10137,Pabllo Vittar,188918736
1801,Booba,188971168
3930,Em Beihold,189137517
13583,Vulgo FK,189549800
11389,Sachet Tandon,189568252
8973,Mitchell Ayres & His Orchestra,189630029
12780,The Fontane Sisters,189630029
953,Anvita Dutt,190125900
6932,Kirsty MacColl,190170453
12830,The Pogues,190170453
9592,Nikhita Gandhi,190398210
6993,Kofs,190634332
11981,Sky Rompiendo,190845476
11438,Sam Feldt,191768297
6320,Juicy J,192745814
3715,Eden Muñoz,193132028
419,Ado,193408283
4171,FMK,193485956
3900,Ella Henderson,193491764
7845,Luis R Conriquez,193902827
8043,MC Rogerinho,194522110
111,42 Dugg,195765878
7268,La Húngara,196323057
2173,Cartel De Santa,196698345
12016,Small Jam,196776018
6398,Justin Wellington,196776018
11998,Slim Jxmmi,197207765
11106,Romy,198556889
5853,James Blake,198559125
943,Antoon,199005464
9651,Niño de Elche,199139112
2978,Danna Paola,199510823
620,Alex Sensation,199570971
8566,Matoma,200090215
1504,Belinda,200094759
7409,Lazza,201328961
2490,Colin Hay,201938157
12811,The Marías,201969500
4291,Fernando & Sorocaba,202018461
1455,Bausa,202236348
12858,The Vamps,202479302
5000,Gzuz,202567258
14293,back number,203007410
10319,Perry Como,203014840
525,Ak4:20,203230851
1606,Bielzin,203547934
7995,MC Hariel,204029592
6183,Jon Bellion,204079754
4839,Gloria Groove,204311092
6483,KIDDO,204345367
2472,Cochise,204815006
14017,Young Igi,205024290
10058,Ozzy Osbourne,205328388
9889,Oki,205493785
7349,Lanek,205515086
6023,Jeremy Zucker,205601972
9617,Nimo,205816237
872,Angèle,206186416
7884,Luude,206651455
5915,Jasleen Royal,207310109
11064,Rocco Hunt,208445761
14383,francis,208565943
1269,BIA,208950982
14594,thasup,209162531
500,Aimyon,209243589
712,Alvaro Soler,210281584
9414,Natanael Cano,210379565
14029,Young Stoner Life,210434273
12249,Stephen Sanchez,210929246
10483,Pooh Shiesty,211276690
9936,Omar Montes,212160941
10456,PnB Rock,212641233
8243,Mahalini,213126157
14188,Zeeba,213352546
1911,Bruno Martini,213426835
4265,Fedez,214490589
1892,Brooks,214840452
6507,KSI,214975941
6943,Kizo,215064561
2291,Chefin,215852180
6151,John Mayer,216077670
6187,Jon Z,216482311
9103,Morat,216540458
8664,Mc Frog,216954759
10896,Rei,217033628
5363,Hugh Jackman,218070425
12839,The Rare Occasions,219566070
8248,Mahmood,219744859
1493,Bedoes,220799848
9469,Neha Kakkar,220985246
5195,Haze,221217583
11262,SB Maffija,221555618
2,$NOT,221563077
14589,t-low,222816055
9879,Oh Wonder,223013002
11200,Rvfv,223119257
3802,El Fantasma,223134669
6798,Kesha,223451721
11868,Silk City,223732001
7471,Lenin Ramírez,224000714
10971,Rich Music LTD,224200739
7326,Lalo Ebratt,224236713
1149,Avine Vinny,224249951
10410,Pineapple StormTv,224333690
11433,Salve Malak,224333690
8378,Marca MP,224740741
4955,Guilherme & Benuto,224880155
172,A$AP Ferg,225411345
11290,SHAED,227490885
10970,Rich Brian,229269438
11360,SUGA,229380688
2457,Clinton Kane,229666073
9799,OBOY,229822874
13280,Ufo361,229926671
4304,Fifth Harmony,230933012
10684,ROBI,231850047
7050,Kris Kross Amsterdam,233125950
6224,Jorge,233252125
10138,Pablo Alborán,233349224
10275,Pedro,234115671
592,Alejo,235624478
10980,Ricky Martin,236398493
1961,Burl Ives,236421819
4364,Flipp Dinero,237539689
1964,Buscabulla,237769668
11718,Shakin' Stevens,239786160
8065,MC Zaquin,240959738
349,Abhir Hathi,241423839
3639,EL IMA,241423839
7580,Lil Skies,241425207
6293,Juan Magán,242098733
2129,Capo Plaza,242786735
9715,Norma Jean Martine,242949418
10627,Quarterhead,242949418
12195,Standly,242977344
10907,Rels B,243274985
10099,PLK,243420237
5705,JAY-Z,243449001
3502,Dr. Dre,244115642
6367,Jung Kook,244293967
1500,Bejo,244316494
12050,Social House,245614393
2572,Cruz Cafuné,246491608
6025,Jerry Di,246502739
10857,Raí Saia Rodada,246550688
10690,ROSÉ,247626642
3056,David Bowie,247674263
11787,Shinda Kahlon,247768577
4840,Gminxr,247914428
5470,IVE,249164348
12235,Stefflon Don,249771446
9048,Moliy,250376181
721,Amaarae,250487491
5591,Irama,250589686
11443,Sam Hunt,250652668
4998,Gym Class Heroes,251270737
6763,Kelsea Ballerini,251355277
1084,Ashnikko,251534755
2683,DJ 900,251773737
3847,Eladio Carrion,251827282
11843,Sidhu Moose Wala,251977665
5170,Harry Nach,252184828
8753,Melanie Martinez,252456192
7164,LANY,252833418
5579,Intense,252852824
6576,Kaleb Di Masi,253051814
9981,Orelsan,253065019
2755,DJ Lucas Beat,253315705
2992,DannyLux,253393152
3343,Dj Guuga,254450241
9067,Moneybagg Yo,254467241
11965,Skip Marley,255089003
4278,Felix Jaehn,255142977
10411,Pinguini Tattici Nucleari,255257301
7844,Luis Miguel,256458441
6042,Jessica Darrow,256609848
7317,Lagique,258644463
5867,Jamie Miller,258868372
8835,Michael Jackson,258886900
8903,Miksu / Macloud,260287940
7617,Linkin Park,261293627
8854,Micro TDH,261404697
7978,MC Cabelinho,261642991
4209,Fall Out Boy,261881456
8922,Milly,263430520
6390,Justin Jesso,264971821
6382,Juseph,264976603
5440,ILLENIUM,265753734
1050,Arthur Nery,266230562
7234,LUDMILLA,267168576
14125,ZT (3x3),267984167
3628,E1 (3x3),267984167
1550,Benson Boone,268326350
2222,Central Cee,269841186
3028,Darkoo,270022226
13106,Travis Barker,270075113
10531,Prezioso,270584571
1983,BØRNS,271298665
7285,La Pantera,271491419
5696,JACKBOYS,272183726
2040,CHVRCHES,274105542
12047,Sobel,274167381
9102,Morad,274530756
1942,Bugzy Malone,274846299
6816,Kevin Roldan,276617968
13048,Tony Dize,279925370
7237,LUM!X,280665503
8186,Madame,280979087
10209,Pashanim,281723195
4647,Gabry Ponte,281888211
5760,JP Cooper,282474558
794,Ana Mena,282613647
13428,Vaundy,282909556
7090,Kungs,283338782
3454,Don Omar,283937263
12125,Soso Maness,284654400
3083,Daya,285128686
13763,Willow Sage Hart,285686468
1739,Blueface,285879191
6770,Ken Darby Singers,286464019
6156,John Scott Trotter & His Orchestra,286464019
10430,Pitbull,286919972
9304,NIKI,287133514
5872,Jamule,288053044
11631,Sefo,288212743
4131,Ezhel,288810669
5688,J. Rey Soul,290414753
7474,Lennon Stella,291322859
12842,The Ronettes,291791874
226,AJR,292391494
4060,Eslabon Armado,292489344
7856,Luke Combs,292769358
4991,Guè,293462782
1525,Ben&Ben,294057396
4273,Felipe Amorim,295525614
9430,Nathy Peluso,296425524
518,Ajaxx,296727467
9466,Nego do Borel,296847428
3181,Descemer Bueno,297330742
6739,Keala Settle,298281148
8045,MC Ryan SP,298971778
1953,Buni,299034977
6376,Junior H,300285416
14337,dhruv,301512206
4750,Gesaffelstein,303297295
3951,Emilia,303361563
7228,LSD,304859482
5926,Jason Mraz,307204230
10240,Paul McCartney,307638483
11429,Salmo,312057350
2375,Chris Rea,312145196
4732,George Henrique & Rodrigo,312166069
744,Amenazzy,312437086
1917,Bryant Myers,313377844
4975,Gustah,313416607
1452,Batuflex,315011357
14135,Zac Efron,315116953
12514,TOTO,315804600
8174,Macklemore & Ryan Lewis,316079755
11206,Ryan Lewis,316079755
9401,Nat King Cole,317912103
13816,Xand Avião,318710501
6813,Kevin Kaarl,318917432
12786,The Greatest Showman Ensemble,319730303
13781,Wolfine,319996592
1073,Asees Kaur,321202776
2514,Coolio,322208432
7147,L.V.,322208432
6148,John Lennon,325165120
13986,Yoko Ono,325165120
4217,Famous Dex,327407285
879,Anirudh Ravichander,329317355
11386,Sabrina Carpenter,329481245
1962,Burna Boy,332816410
1209,B Praak,333867928
12035,Snoop Dogg,334757283
14141,Zack Tabudlo,334858852
12694,Tems,336304736
9420,Nate Dogg,336997476
1221,B. Swanson Quartet,337749501
